home_team, away_team, home_team_fifa_rank, away_team_fifa_rank, neutral_location
12,150,50,132,0
12,155,50,14,0
36,144,56,103,0
42,91,26,45,0
87,206,73,23,0
116,65,97,102,0
129,3,67,49,0
143,134,85,150,0
116,106,97,146,0
136,60,11,33,0
44,186,4,30,0
170,197,7,47,1
60,216,33,43,0
161,162,38,54,0
191,130,8,122,0
53,115,78,82,0
115,121,82,48,1
98,106,98,146,0
53,121,78,48,0
112,61,62,28,0
49,219,72,111,0
68,188,157,171,0
103,23,32,167,0
127,69,96,79,0
103,23,32,167,0
227,6,71,70,0
96,220,119,99,1
28,164,1,53,0
70,147,3,9,0
188,204,171,164,0
136,37,11,48,0
180,198,36,115,0
16,156,119,92,0
49,36,66,59,0
180,96,36,120,0
202,92,61,135,0
54,164,6,56,0
180,96,36,120,0
202,104,61,19,0
127,17,97,137,0
144,227,101,50,0
112,16,69,119,0
213,116,64,87,0
14,208,125,142,0
25,103,37,30,0
156,146,92,152,0
156,123,92,175,0
180,17,36,137,0
102,138,10,117,0
147,178,9,165,0
169,120,15,154,0
180,127,36,97,0
184,181,86,58,0
201,32,90,99,0
73,203,55,70,0
76,10,96,108,0
92,202,135,61,0
25,9,37,18,0
28,42,1,21,0
31,53,14,77,0
70,196,3,16,0
161,44,31,5,0
197,115,51,84,0
207,147,29,9,0
216,219,43,112,0
82,89,127,153,1
153,87,64,57,0
6,203,72,70,0
36,227,59,50,0
96,35,120,186,0
108,32,107,99,0
118,61,100,32,1
136,103,12,37,0
16,106,111,141,0
91,159,50,104,1
202,112,61,66,0
49,151,57,181,1
91,62,50,77,1
226,126,22,86,0
106,16,141,111,1
62,159,77,104,1
85,151,102,181,0
213,16,68,111,0
85,62,102,77,0
49,62,57,77,1
85,91,102,50,0
208,14,150,124,0
213,106,68,141,0
36,203,62,70,0
78,73,40,58,0
108,87,105,59,0
116,119,93,184,0
206,118,29,97,0
42,219,26,109,0
186,94,20,76,0
9,60,19,35,0
13,65,47,96,0
28,136,1,12,1
55,187,5,83,0
77,212,2,48,0
101,53,53,78,0
102,164,7,52,0
115,19,89,95,0
161,216,23,42,0
170,122,11,131,0
197,93,51,72,0
62,49,77,57,0
200,220,167,106,0
112,116,66,93,0
49,103,57,37,0
107,157,158,175,0
208,220,150,106,0
225,35,142,182,0
103,62,38,71,0
217,35,104,182,0
112,226,62,23,0
155,28,15,1,0
32,129,106,69,0
142,66,19,117,0
160,150,171,133,0
37,49,52,53,0
226,36,23,41,0
65,14,101,122,0
198,128,115,179,0
112,185,62,99,0
20,178,31,166,0
76,138,102,121,0
142,78,19,35,0
153,108,61,97,0
165,2,16,120,0
9,162,21,39,0
31,122,14,130,0
67,130,132,123,0
69,14,72,122,0
87,32,67,106,0
104,51,18,28,0
170,101,10,43,0
190,226,25,23,0
191,54,5,8,0
203,227,77,55,0
12,188,34,139,0
150,160,133,171,0
25,219,32,113,0
162,216,39,54,1
28,49,1,53,1
136,44,12,11,1
9,42,21,27,1
164,76,57,102,0
25,162,32,39,0
68,160,155,171,0
104,207,18,42,0
143,201,88,98,0
216,219,54,113,1
28,136,1,12,1
44,49,11,53,1
61,78,33,35,1
12,188,34,139,0
25,216,34,51,0
150,68,118,157,0
162,219,39,111,1
28,44,1,13,1
98,157,75,173,0
217,96,91,108,0
25,44,34,13,0
142,61,14,42,0
162,9,39,16,1
6,78,63,36,0
28,161,1,24,1
65,5,99,188,0
104,123,17,172,0
129,22,72,130,0
181,66,70,117,0
200,208,125,129,0
201,203,100,77,0
25,136,34,12,0
104,146,17,150,0
115,5,74,188,0
28,162,1,39,1
123,146,172,150,1
136,162,12,39,1
144,126,94,84,0
103,52,37,96,0
107,98,136,75,0
42,44,27,13,0
206,129,28,72,0
12,150,33,118,0
162,25,39,34,0
121,65,49,99,0
121,115,49,74,0
61,181,42,70,0
73,108,64,103,0
78,227,36,62,0
103,82,37,119,1
203,118,77,95,0
206,87,28,59,0
9,219,13,106,0
25,216,18,44,0
42,161,27,23,0
44,60,12,30,0
3,22,60,130,0
6,227,59,62,0
61,66,38,118,0
94,67,87,126,0
118,201,94,96,0
142,181,15,65,0
143,126,72,88,0
226,134,19,148,0
226,143,19,72,0
93,130,71,123,0
103,44,39,12,0
186,197,21,63,0
196,121,25,55,0
206,226,28,19,0
206,153,28,58,0
142,73,15,61,0
61,118,38,94,0
87,153,64,58,0
206,144,28,80,0
80,53,40,84,0
31,101,22,43,0
44,25,10,18,0
54,67,16,115,0
60,161,29,27,0
165,10,30,108,0
212,2,54,124,0
216,42,50,23,0
162,44,36,10,0
186,54,20,16,0
217,225,83,130,0
10,2,108,124,0
13,196,44,25,0
115,65,74,101,0
147,20,6,38,0
164,93,53,72,0
192,157,137,174,1
95,17,118,138,1
103,37,37,48,0
104,217,17,83,0
28,60,1,29,0
31,170,22,5,0
44,219,10,109,0
55,51,3,33,0
77,10,4,108,0
93,14,72,126,0
155,197,15,64,0
161,25,27,18,0
162,216,36,50,0
169,94,12,88,0
196,115,25,74,0
95,157,118,174,1
213,107,66,122,0
95,128,118,183,1
157,192,174,137,1
62,37,73,48,0
96,201,107,94,0
103,49,37,56,0
180,112,35,51,0
119,16,171,113,0
96,150,109,115,0
164,121,50,43,0
180,129,38,77,0
136,62,11,73,0
28,142,1,15,0
13,19,26,106,0
53,122,81,135,0
54,186,14,22,0
70,190,17,25,0
76,164,94,50,0
77,2,2,116,0
94,120,83,153,0
170,31,16,13,0
180,167,38,85,0
191,67,6,117,0
196,65,21,102,0
197,14,65,122,0
60,25,30,23,0
161,219,28,110,0
112,180,47,37,0
107,213,112,60,0
90,52,132,103,0
52,36,103,44,1
217,107,83,112,0
51,212,29,51,0
42,85,27,88,0
104,107,20,112,0
129,133,86,133,0
77,190,3,26,0
102,170,16,9,0
42,25,27,22,0
49,37,56,62,0
162,161,38,28,0
216,60,52,31,0
142,203,16,75,0
184,88,79,148,1
87,184,67,79,1
129,88,88,148,1
61,78,37,53,0
87,88,67,148,1
129,181,88,82,1
213,190,59,35,1
28,136,1,11,1
180,12,34,32,0
216,190,43,35,1
61,203,37,75,0
28,54,1,4,1
28,12,1,32,1
54,216,4,43,1
61,36,37,51,0
36,203,53,78,1
126,227,97,74,0
32,143,106,67,0
87,203,65,78,0
32,143,106,67,0
142,6,15,58,0
78,143,57,67,0
144,190,86,31,0
36,6,53,58,0
70,191,6,11,0
102,186,9,34,0
203,129,78,80,0
152,144,150,86,0
206,87,23,65,0
32,144,106,86,1
142,152,15,150,0
76,115,69,75,1
136,91,5,73,1
130,115,133,75,0
161,164,29,48,0
53,187,82,95,0
78,206,57,23,1
103,62,39,64,1
61,143,32,67,1
32,3,106,59,0
142,143,15,67,1
28,103,1,39,1
32,87,106,65,0
36,3,53,59,1
190,144,31,86,1
206,203,23,78,1
226,143,21,67,1
101,207,63,43,0
32,206,75,19,0
101,164,63,60,0
104,92,9,133,0
9,31,17,38,0
90,166,127,171,0
58,166,146,171,1
90,58,127,146,0
14,138,122,135,0
185,163,105,175,0
164,187,61,86,0
170,70,23,14,0
191,196,25,27,0
185,35,105,158,0
169,80,15,52,0
82,7,110,190,1
101,9,46,7,0
136,162,4,39,1
89,7,169,190,1
227,144,92,80,0
31,142,42,10,0
51,164,23,55,0
77,153,2,69,0
102,161,16,29,0
170,207,17,54,0
14,217,122,79,0
42,121,6,45,0
52,23,85,184,1
39,23,166,184,0
226,143,19,71,0
180,144,38,78,1
9,42,7,6,0
36,32,48,68,0
155,136,7,4,0
54,161,3,29,1
9,190,6,24,0
13,206,31,21,0
93,121,62,45,0
155,180,7,34,0
164,170,54,16,0
196,55,28,27,0
142,70,13,18,0
77,44,2,10,0
42,206,9,21,1
147,161,25,29,0
13,120,31,165,0
196,102,28,14,0
20,44,36,10,0
169,161,22,29,0
65,67,104,121,0
31,3,35,57,0
77,122,2,143,0
147,153,25,74,0
20,161,36,29,0
51,12,19,32,0
169,138,22,138,0
19,121,112,45,0
70,190,18,24,0
9,104,6,12,1
169,44,22,10,1
28,142,1,13,1
102,36,14,49,1
70,180,18,34,0
153,31,74,35,1
9,103,6,30,1
44,206,10,21,1
65,5,104,185,0
102,13,14,31,1
70,55,18,27,0
191,31,15,35,1
9,51,6,19,1
14,121,123,45,1
115,5,82,185,1
28,42,1,9,1
102,155,14,7,1
70,161,18,29,0
77,136,2,4,1
121,5,45,185,1
28,55,1,27,1
70,102,18,14,0
147,9,25,6,1
171,201,172,95,0
126,143,97,69,0
28,147,1,25,1
70,51,18,19,0
211,201,116,95,0
70,28,18,1,0
126,227,100,71,0
198,106,106,121,1
103,39,29,151,0
32,152,68,155,0
103,90,29,112,0
181,129,85,67,0
108,56,92,189,0
144,126,81,100,0
211,171,118,172,0
34,201,160,105,0
152,118,155,104,0
14,76,109,44,0
3,119,63,148,0
108,56,92,189,0
143,27,75,158,0
202,217,46,84,0
6,22,57,135,0
73,63,82,168,0
118,152,104,155,0
10,116,110,99,0
164,101,48,39,0
53,2,80,100,0
54,55,6,17,0
93,187,60,95,0
94,115,70,94,0
165,143,43,78,0
196,170,31,29,0
212,76,68,46,0
134,117,157,133,0
220,114,98,137,0
96,163,86,169,1
202,163,45,169,1
6,227,56,69,0
185,114,92,137,1
220,127,98,99,0
202,96,45,86,1
48,177,192,184,0
142,181,16,73,0
169,120,13,165,0
185,96,92,86,1
220,202,98,45,0
10,5,111,182,0
53,191,80,14,0
69,138,63,136,0
76,2,46,100,0
96,202,86,45,1
186,14,33,102,0
188,160,140,171,1
212,170,68,29,0
177,204,184,175,1
68,160,160,171,1
218,188,186,140,0
180,201,32,109,0
144,143,74,78,0
198,156,114,104,0
180,193,32,117,0
213,119,64,151,0
180,181,32,80,0
16,198,135,101,0
188,160,139,173,0
156,226,106,23,0
167,119,75,151,0
191,170,14,27,0
12,68,36,161,0
112,198,52,101,1
167,106,75,120,0
129,32,53,67,0
180,116,32,110,1
213,193,64,116,1
12,48,36,193,0
