home_team, away_team, home_team_fifa_rank, away_team_fifa_rank, neutral_location
119,9,98,6,0
121,169,97,29,0
130,187,127,37,0
162,161,78,19,0
196,51,20,26,0
197,102,43,14,0
217,19,104,75,0
117,27,128,131,0
126,226,103,69,0
27,126,130,104,0
3,32,66,83,1
19,147,76,6,0
27,119,130,97,0
130,53,128,88,0
178,196,163,20,0
186,207,53,8,0
191,80,2,45,0
211,171,109,121,0
104,9,23,5,0
65,51,61,26,0
67,77,113,4,0
69,102,45,12,0
91,42,37,73,0
121,94,99,70,0
122,55,154,10,0
153,28,32,1,0
178,93,163,54,0
5,73,142,125,0
78,108,67,78,0
160,188,169,151,0
150,104,51,23,1
28,36,1,18,1
118,87,96,123,1
85,91,58,37,1
104,44,23,39,1
201,22,158,136,0
44,207,22,7,1
62,161,85,20,1
85,162,65,80,1
65,121,62,99,0
183,129,178,73,0
34,190,138,33,0
63,142,182,37,0
103,52,48,63,0
125,134,103,133,0
62,85,85,65,1
49,37,18,78,1
103,44,48,22,1
37,52,78,63,1
85,103,65,48,1
52,49,63,18,1
44,28,22,1,1
190,227,33,61,0
162,216,80,31,0
98,216,70,26,1
65,164,62,36,0
67,94,115,59,0
77,102,8,14,0
115,217,76,112,0
136,162,5,71,1
159,161,118,20,0
170,101,32,43,0
196,80,19,34,0
197,70,40,2,0
212,169,47,21,0
185,112,92,96,0
5,51,142,26,0
10,80,111,29,0
14,69,120,43,0
19,54,82,12,0
115,164,76,34,0
120,207,145,7,0
165,191,16,3,0
44,28,24,1,0
219,9,60,6,0
5,31,142,35,0
67,121,118,93,0
104,181,23,28,0
155,165,22,16,0
164,196,34,20,0
187,70,29,2,0
171,108,109,74,0
185,156,92,116,0
225,193,152,110,0
144,6,136,80,0
22,32,126,69,1
146,156,164,102,1
22,73,126,123,1
126,227,99,50,0
220,156,98,102,1
117,190,121,36,0
206,104,42,24,0
225,96,147,92,1
24,225,191,147,1
88,129,189,66,0
10,191,103,3,0
13,54,56,9,0
93,164,52,31,0
120,186,143,53,0
152,3,166,71,0
183,226,167,72,0
196,115,18,73,0
66,126,132,99,0
24,96,191,92,1
136,216,5,22,1
146,220,164,98,1
32,227,69,48,1
202,200,66,180,1
198,213,88,111,0
116,106,114,71,0
44,219,36,67,0
77,70,7,2,0
91,69,44,41,1
143,87,128,105,0
200,217,180,109,1
42,161,59,24,0
92,217,136,79,1
93,65,67,73,0
142,129,38,56,0
155,191,39,3,0
187,51,27,20,0
122,138,151,105,0
1,208,198,122,0
17,200,148,159,0
140,128,180,149,0
185,167,102,83,0
108,171,75,108,1
193,211,107,104,0
193,108,107,75,0
130,164,130,24,0
108,61,75,34,1
27,227,114,51,0
121,164,100,24,1
16,61,64,32,0
115,112,51,48,1
23,18,183,124,0
213,180,75,26,1
112,213,48,75,0
16,180,64,26,1
23,18,183,124,0
156,16,62,64,1
156,180,62,26,1
213,16,75,64,1
112,167,48,65,0
225,180,132,26,1
112,16,48,64,0
225,213,132,75,1
3,129,63,51,0
18,37,111,87,0
196,155,19,42,1
227,61,49,32,1
108,129,76,51,1
153,142,35,38,1
185,155,107,42,0
32,129,72,51,1
82,18,154,111,0
32,108,72,76,1
3,227,63,49,1
36,153,14,35,1
19,65,90,67,1
18,89,111,183,0
20,70,16,2,0
51,77,19,12,0
53,19,99,91,0
127,92,114,142,0
115,93,55,74,1
76,10,94,114,1
39,52,183,74,0
11,194,195,158,0
117,27,122,117,0
89,82,185,155,0
225,208,131,96,0
141,23,204,171,0
16,106,58,47,0
116,198,113,89,0
25,42,103,80,0
62,85,100,81,0
95,156,140,68,0
127,112,116,61,0
130,69,126,42,0
162,44,79,41,0
165,102,17,11,0
185,104,108,27,0
187,115,36,57,0
192,180,137,27,0
216,219,23,54,0
220,116,95,113,0
225,202,131,63,0
218,188,160,157,0
218,188,160,157,0
193,198,107,89,0
20,207,16,8,0
54,104,9,26,0
62,44,101,37,1
93,28,72,1,0
107,14,136,118,0
142,9,30,5,0
85,159,82,127,0
4,218,203,161,1
177,218,181,161,0
4,160,203,178,1
177,68,181,149,0
68,218,149,161,1
177,160,181,178,0
22,203,125,99,0
12,207,89,7,0
226,126,80,106,0
12,207,89,7,0
193,226,107,80,0
76,101,99,57,0
69,196,42,21,0
147,20,4,17,0
218,188,161,154,1
94,104,56,25,1
206,102,33,11,0
213,16,70,60,0
112,198,54,85,0
216,162,25,81,0
219,42,49,77,0
150,218,95,161,1
197,77,47,9,0
112,198,54,85,0
120,80,150,34,0
68,188,149,154,1
55,51,14,25,0
68,150,149,95,1
77,93,9,68,0
193,61,107,34,0
165,80,22,35,0
31,55,40,15,1
57,136,168,4,1
147,54,5,11,1
197,70,47,2,1
77,54,8,11,1
106,198,42,83,1
70,80,2,35,1
98,106,45,42,1
196,147,18,5,1
9,44,5,37,1
27,142,115,33,0
171,227,100,48,0
193,119,105,82,0
165,80,22,35,0
202,16,61,57,0
219,44,50,37,1
49,161,29,29,1
9,136,11,6,1
28,161,1,29,1
162,9,75,11,0
62,85,102,88,1
98,217,43,80,1
136,28,6,1,1
161,216,29,32,1
167,96,54,96,1
216,28,32,1,1
208,98,93,43,1
44,216,36,32,1
202,104,64,24,1
9,28,11,1,1
180,98,21,43,1
208,217,93,80,1
217,16,80,51,1
16,104,51,24,1
62,91,102,54,0
62,85,103,79,1
211,171,100,99,0
13,77,89,13,0
37,85,96,79,0
49,91,28,59,0
90,28,95,1,0
104,9,20,4,0
120,65,154,83,0
164,55,28,15,0
206,190,36,41,0
207,19,10,83,0
202,127,64,118,0
225,198,135,82,0
128,156,141,50,0
128,156,142,50,0
94,31,80,41,0
103,159,53,106,0
115,165,60,11,0
130,196,130,22,0
162,9,63,4,0
3,73,61,124,0
227,153,44,20,0
5,169,148,32,0
10,69,119,53,0
62,103,103,53,0
67,70,137,2,0
92,112,144,55,0
95,104,138,18,0
107,212,145,87,0
114,167,171,61,0
122,115,157,60,0
128,116,142,110,0
138,102,104,9,0
185,156,121,50,0
196,51,22,25,0
200,198,136,84,0
208,180,91,27,0
143,6,125,82,0
116,112,110,55,0
167,198,62,87,0
185,213,120,84,0
202,106,74,38,0
2,55,89,15,0
13,164,85,29,0
122,170,155,33,0
188,12,125,64,0
219,28,59,1,0
118,181,115,31,0
211,190,104,40,0
96,180,94,27,0
10,54,123,6,0
37,49,95,32,0
53,70,101,2,0
94,196,88,22,0
98,217,39,54,1
107,2,145,89,0
114,106,170,38,0
122,120,155,151,0
156,104,50,19,0
60,106,48,38,1
153,60,18,48,1
227,226,51,67,0
112,95,60,138,0
3,181,70,31,1
5,147,143,6,1
53,101,105,55,0
85,37,62,95,0
120,115,140,67,0
122,165,155,8,0
130,93,132,74,0
178,121,166,103,0
207,212,12,67,0
226,6,65,73,0
213,19,88,69,0
39,23,183,159,1
213,112,88,60,0
93,186,74,55,1
185,92,118,139,0
16,69,48,43,0
115,156,67,55,1
202,186,72,55,0
69,156,43,55,1
114,96,166,99,1
98,156,45,55,1
180,112,30,60,1
220,96,109,99,0
189,108,192,85,1
35,185,185,118,1
201,34,171,158,1
104,77,17,16,0
201,171,171,97,1
202,77,79,19,0
219,85,62,71,0
193,34,114,152,1
108,193,74,114,1
96,127,91,120,0
127,96,120,91,0
96,185,91,112,0
90,52,95,76,0
85,161,68,29,1
16,155,50,36,0
115,69,66,43,1
2,212,86,57,0
13,115,82,66,1
49,136,27,7,0
53,69,109,43,0
92,28,134,1,0
130,155,135,36,0
164,19,25,68,0
187,54,42,4,0
213,197,83,51,0
49,60,27,37,0
62,159,110,101,1
18,52,121,71,0
21,91,181,58,1
18,103,121,46,0
159,49,101,27,1
52,103,71,46,1
85,49,70,27,0
183,190,173,40,1
134,190,143,40,0
84,92,205,134,1
112,69,56,38,0
180,61,30,32,0
180,69,30,38,0
117,144,142,158,0
25,9,96,3,0
31,196,39,13,0
65,186,82,54,0
76,80,100,14,0
120,170,144,33,0
169,147,29,7,0
187,77,44,18,0
129,203,54,87,0
5,54,139,4,0
76,207,100,15,0
178,20,161,51,0
143,227,127,63,1
144,27,159,103,0
27,227,103,63,1
65,155,82,36,0
85,103,60,42,1
104,162,17,66,0
104,213,17,88,0
112,61,55,27,0
73,226,106,68,1
69,55,37,19,0
16,104,49,17,0
14,164,116,24,0
22,36,123,26,0
27,206,105,40,0
31,51,43,21,0
67,197,133,45,0
85,136,60,7,0
94,93,97,69,0
65,165,81,9,0
69,147,37,5,0
80,212,12,39,0
106,98,50,53,0
107,207,149,14,0
122,186,155,48,0
127,185,113,104,0
196,155,13,36,0
117,126,144,108,1
3,129,77,61,1
104,136,18,6,1
157,95,175,135,0
12,9,57,3,1
126,27,108,104,0
190,78,39,76,0
80,104,13,18,1
12,206,57,38,1
77,28,21,1,0
136,9,6,3,1
37,91,85,50,0
44,159,25,98,1
37,49,85,24,1
85,103,59,41,1
136,44,6,25,1
44,159,25,83,1
112,213,55,87,1
6,227,68,53,1
190,226,38,62,0
226,227,62,53,1
212,101,36,48,0
67,53,126,105,0
93,9,65,2,0
107,76,148,103,0
119,153,75,30,0
142,203,34,66,1
155,197,36,42,0
10,147,120,3,0
25,60,100,33,0
94,51,94,20,0
108,206,80,31,0
159,49,77,21,0
187,155,48,36,0
226,181,56,40,0
3,153,81,30,0
188,12,136,57,0
19,102,61,13,0
53,197,105,42,0
67,101,126,47,0
93,196,65,15,0
107,80,148,18,0
138,187,113,48,0
212,207,36,12,0
85,103,57,41,1
118,226,132,64,0
20,191,47,8,0
27,87,96,89,0
54,147,4,2,0
69,169,40,32,0
171,6,106,65,0
219,161,57,34,0
35,185,186,99,0
2,207,86,12,0
5,10,125,115,0
19,155,71,37,0
69,54,40,4,0
107,55,146,14,0
122,65,155,81,0
161,44,34,26,0
178,191,161,8,0
147,102,2,12,0
155,54,37,3,0
190,181,46,34,0
213,28,89,1,0
60,164,36,23,1
180,78,31,51,0
61,206,32,27,0
122,37,152,86,0
136,31,6,46,1
167,9,77,4,0
198,213,107,89,0
193,66,93,128,0
56,189,201,188,1
34,201,143,175,1
189,193,188,93,1
56,211,201,109,1
189,211,188,109,1
56,66,201,128,1
156,198,79,107,1
193,211,93,109,1
64,201,172,175,1
56,193,201,93,1
171,66,106,128,0
198,98,107,74,1
192,1,144,198,1
128,95,147,135,1
157,17,168,170,0
17,95,160,127,1
157,17,158,160,0
60,181,37,30,1
60,211,37,101,1
78,203,50,56,1
61,190,32,49,0
190,87,49,77,1
227,181,53,30,1
226,87,58,77,1
180,116,33,126,0
206,87,28,77,1
78,227,50,53,1
92,51,117,20,0
87,181,77,30,1
181,153,30,24,1
16,12,52,48,0
92,167,117,90,0
225,180,139,35,0
53,187,98,70,0
69,107,46,137,1
2,121,82,100,0
9,51,4,23,1
13,37,70,85,0
17,92,143,117,0
70,186,5,45,0
95,225,118,139,0
101,55,44,14,0
107,80,137,19,1
122,20,151,54,0
130,76,119,105,0
157,213,157,84,0
170,28,34,1,0
180,165,35,10,1
187,169,70,30,1
206,182,23,47,0
180,164,34,26,0
24,192,190,145,1
157,200,155,141,1
17,200,143,141,0
192,200,145,141,1
117,6,147,58,0
134,143,145,133,1
164,121,28,99,0
104,31,17,38,0
13,51,79,23,0
169,216,25,22,1
76,150,101,118,1
142,129,36,66,1
103,78,46,48,1
119,216,86,22,1
164,44,29,27,0
76,161,101,33,1
180,207,34,14,1
6,207,57,14,1
120,203,123,61,0
51,164,23,29,1
122,165,152,7,1
122,212,152,45,0
164,60,29,39,1
6,165,57,7,1
182,147,47,3,1
54,78,2,48,1
180,212,34,45,1
203,197,61,35,1
49,164,26,29,1
54,102,2,13,1
104,28,18,1,1
180,191,34,5,1
203,70,61,8,1
143,126,127,107,0
134,201,146,167,1
197,212,35,45,1
191,70,5,8,1
28,70,1,8,1
77,102,19,13,0
165,70,7,8,1
198,98,110,88,0
126,226,80,62,1
144,183,167,141,0
183,226,141,62,1
198,98,110,88,0
106,98,98,88,0
92,185,117,111,0
3,73,93,96,1
13,93,57,80,0
17,167,145,64,0
42,44,44,29,0
54,182,10,33,0
61,216,24,14,0
67,76,169,84,0
95,180,128,75,0
102,51,2,21,0
106,213,97,88,0
120,197,124,13,0
122,207,195,28,0
144,190,137,76,0
157,156,153,85,0
162,159,41,98,0
178,2,191,62,0
206,129,30,60,1
225,119,125,77,0
16,106,93,97,0
65,101,78,51,0
76,70,84,4,0
93,155,80,49,0
108,64,117,177,0
115,196,78,20,0
122,147,195,6,0
138,80,73,32,0
164,69,30,67,0
9,28,3,1,1
41,226,130,59,0
171,36,109,12,0
2,169,62,26,0
10,20,104,55,0
13,219,57,65,1
85,159,50,98,0
94,55,106,17,0
178,77,191,9,0
186,54,43,10,0
194,89,160,120,1
225,104,125,48,0
82,89,159,120,1
57,18,185,152,0
227,6,73,52,0
104,78,47,23,0
120,13,155,70,0
67,121,179,67,0
85,91,66,81,1
93,207,59,28,0
107,164,120,35,0
117,153,144,11,0
226,190,55,76,0
17,217,152,57,0
76,102,93,5,0
94,196,87,18,0
95,104,136,47,0
107,69,120,61,0
120,55,155,16,0
122,31,193,37,0
157,106,160,96,0
162,42,46,45,0
186,77,42,8,0
90,52,83,68,0
90,52,83,68,1
185,96,115,144,0
163,114,195,183,0
3,32,73,64,1
20,164,47,27,0
101,51,36,19,0
130,121,111,70,0
191,169,10,23,0
197,28,15,1,0
159,162,74,79,0
66,201,100,120,0
56,126,198,94,1
189,171,182,114,1
193,211,121,102,1
126,201,94,120,1
171,211,114,102,1
189,193,182,121,1
66,226,100,60,0
201,171,120,114,1
34,193,128,121,1
213,164,83,22,0
171,226,114,60,1
213,186,83,37,0
189,133,193,133,1
185,220,111,172,1
23,90,107,102,1
213,156,88,84,0
167,98,59,82,1
112,156,76,84,1
167,16,59,97,1
220,202,134,124,0
12,55,39,23,1
115,31,90,42,1
121,129,68,36,1
153,78,9,28,1
20,54,53,10,0
44,216,34,30,0
53,31,74,42,0
70,9,4,3,0
115,93,90,61,1
219,42,73,40,0
151,91,167,59,1
62,49,125,54,0
62,85,125,87,0
22,41,116,144,0
103,197,61,17,1
41,190,135,60,0
53,186,68,37,0
54,77,9,5,0
62,91,138,52,1
65,170,106,23,0
67,212,182,11,0
80,207,13,27,0
121,70,76,4,0
122,19,178,66,0
183,206,132,46,0
23,37,116,103,0
134,193,144,115,0
62,91,138,52,1
77,55,5,22,0
130,80,111,13,0
187,147,72,7,0
190,25,60,101,0
62,90,138,88,0
91,90,52,86,0
125,227,182,82,1
159,44,56,26,0
126,190,107,59,1
144,226,131,68,0
108,153,124,27,0
134,190,142,59,1
12,216,42,23,0
14,164,103,18,0
19,31,64,36,0
20,165,62,7,0
55,196,23,22,0
65,51,110,12,0
67,102,185,1,0
69,182,45,31,0
107,10,115,128,0
115,191,104,9,0
187,169,76,15,0
60,162,30,71,1
118,36,119,13,0
184,203,155,66,0
3,9,65,3,1
103,42,69,43,0
136,161,20,35,0
5,101,161,34,0
49,37,52,94,1
115,55,104,23,0
120,191,134,9,0
121,102,92,1,0
122,2,178,78,0
202,147,120,6,0
32,129,54,40,0
126,181,107,39,0
90,37,85,94,1
52,91,78,55,1
3,87,67,50,0
32,201,59,118,0
116,198,135,114,1
126,142,108,35,0
183,193,152,113,0
125,73,167,104,0
152,153,134,32,0
106,198,87,114,0
127,213,149,94,0
198,98,114,84,1
96,156,143,74,0
213,180,94,62,1
216,162,30,64,1
28,136,3,26,1
60,42,44,53,1
185,180,131,62,0
127,103,149,68,0
25,216,92,30,1
185,12,131,48,0
98,217,84,58,1
126,144,108,123,0
42,28,53,3,1
219,216,70,30,0
216,28,30,3,1
136,9,26,5,1
213,104,94,40,1
96,180,143,62,0
127,217,149,58,0
167,213,85,94,1
202,12,122,48,0
220,104,142,40,0
149,218,178,177,0
104,180,36,61,1
117,144,143,126,1
17,198,172,113,1
3,28,73,1,1
80,191,14,8,0
115,138,110,106,0
136,44,11,31,1
178,53,195,82,0
186,70,39,4,0
200,14,145,107,0
95,198,151,112,0
35,198,173,112,1
177,218,191,167,0
4,218,199,167,1
218,188,167,161,1
177,188,191,161,0
204,218,192,167,1
188,149,161,168,1
16,106,92,99,0
188,218,161,167,1
19,169,69,13,0
66,144,92,114,0
122,187,174,94,0
138,155,106,35,0
142,78,34,43,1
178,54,195,9,0
201,143,102,86,0
190,226,61,62,0
12,9,49,2,0
13,42,84,47,0
197,104,45,41,1
2,147,66,7,0
5,51,161,6,0
130,10,115,81,0
136,28,11,1,1
212,102,15,3,0
143,226,74,61,1
220,213,130,102,0
35,208,178,174,0
184,22,172,82,0
203,129,63,49,0
14,165,115,8,0
19,122,70,176,0
55,191,28,7,0
60,219,57,58,0
67,70,193,6,0
94,115,80,94,0
120,196,142,20,0
123,202,188,117,0
219,9,58,2,0
14,182,115,22,0
68,150,119,156,0
77,54,4,11,0
107,165,120,8,0
122,169,176,12,0
130,138,124,81,0
136,85,13,88,1
164,93,16,55,0
207,80,21,15,0
213,206,102,37,0
192,167,166,91,0
157,98,179,65,0
1,198,190,126,1
146,156,186,81,0
96,198,125,126,0
167,76,84,71,0
2,19,70,94,0
5,65,173,130,0
45,125,185,158,0
85,91,100,55,1
155,207,21,28,0
218,150,131,128,0
6,87,73,31,1
197,153,41,19,0
5,170,173,16,0
10,107,82,122,0
14,20,116,54,0
42,161,45,26,0
53,54,57,9,0
76,121,71,90,0
93,80,48,14,0
130,155,137,21,0
178,186,196,50,0
187,31,76,34,0
213,203,97,67,1
189,34,194,116,1
56,64,175,126,1
156,106,76,122,0
171,211,119,94,1
108,34,100,116,1
56,171,175,119,1
201,193,89,92,0
34,193,109,92,1
211,171,76,99,1
34,211,109,76,1
206,226,47,65,0
49,196,70,24,0
22,181,94,40,1
23,166,147,196,0
23,166,147,196,0
89,82,129,176,0
144,142,119,39,1
21,62,201,135,0
193,226,94,67,1
16,198,100,104,0
112,185,115,126,1
181,6,40,72,1
213,98,99,67,0
130,10,136,85,0
206,36,46,25,1
10,94,85,87,1
13,77,90,5,0
51,147,10,9,0
54,164,6,23,1
76,115,76,85,0
107,138,108,53,1
116,217,133,66,0
130,19,136,62,0
156,16,92,100,0
187,55,81,31,0
78,36,43,25,0
117,143,154,75,1
36,61,25,35,1
58,90,166,100,0
58,90,166,100,0
167,16,96,83,0
134,125,166,150,0
203,87,74,48,1
5,115,179,73,0
7,62,199,128,1
13,147,88,9,0
20,142,42,49,0
27,227,107,94,0
61,9,30,1,0
78,136,15,16,1
93,187,51,80,0
141,194,202,155,1
144,126,122,138,0
165,80,8,10,1
186,94,58,89,0
193,118,108,145,0
197,77,40,5,0
202,156,90,86,0
208,106,136,106,0
219,25,57,99,0
146,157,188,166,0
39,23,183,146,0
157,192,166,168,1
128,116,159,148,0
143,117,71,159,0
207,216,25,28,1
35,146,186,184,0
2,164,76,27,1
185,16,128,72,0
69,207,34,25,1
65,121,115,49,1
85,159,91,67,1
196,212,23,32,0
206,32,53,108,0
185,217,128,59,0
202,16,96,72,0
5,14,184,133,0
121,170,62,24,1
136,9,14,1,1
28,219,2,63,1
41,129,148,46,0
128,95,159,153,0
133,142,137,40,0
157,146,160,178,1
183,206,164,50,0
184,153,163,34,0
197,54,44,6,0
1,24,182,196,1
13,51,92,15,0
66,171,131,106,0
117,78,150,16,1
134,36,158,13,0
143,27,90,107,0
152,6,170,55,0
80,196,8,30,1
54,165,6,11,1
192,128,162,159,0
197,207,44,20,0
133,66,137,131,0
80,170,8,24,1
95,128,153,159,1
112,213,114,95,0
144,87,116,41,0
152,22,170,101,0
167,12,83,35,0
183,32,164,111,0
185,180,128,54,0
196,191,30,4,1
202,104,93,38,0
21,136,172,14,1
25,42,90,47,0
34,206,119,50,0
63,153,74,34,0
117,119,150,84,1
123,92,195,117,0
13,77,92,5,0
164,51,28,15,1
70,102,7,3,1
80,191,8,4,1
165,77,11,5,1
219,42,63,47,0
51,207,15,20,1
147,170,10,24,1
89,194,108,145,0
98,167,73,83,1
116,185,140,128,0
213,198,95,97,0
170,191,24,4,1
77,191,5,4,1
188,218,136,155,0
134,183,163,165,1
45,144,194,131,1
117,126,159,107,1
45,126,194,107,1
45,117,194,159,1
126,144,107,131,1
27,143,112,109,1
125,143,130,109,1
1,208,181,158,1
1,200,181,154,1
125,226,130,73,1
57,194,191,84,1
156,198,88,99,1
44,60,23,56,1
55,191,36,1,0
104,216,35,24,0
186,80,64,18,0
187,51,77,5,0
196,70,26,12,0
213,16,104,67,0
56,126,182,110,0
10,207,98,10,0
16,104,66,35,0
44,216,29,22,0
53,102,65,2,0
120,77,130,3,0
122,80,152,18,0
130,165,133,9,0
133,171,140,85,0
134,201,169,117,0
138,115,48,63,0
147,12,4,39,0
149,150,95,111,0
169,121,13,54,0
183,34,157,126,0
190,153,70,27,0
193,41,106,127,1
42,28,40,6,0
117,73,156,62,1
190,87,70,41,0
5,19,186,57,0
41,193,127,106,1
67,169,198,13,0
90,49,117,73,0
107,212,120,26,0
115,80,63,18,0
138,101,48,19,0
165,55,9,36,0
178,164,200,30,0
194,62,84,131,0
197,122,43,152,0
213,180,109,48,0
217,12,59,39,0
136,42,24,40,1
27,143,115,100,0
44,161,33,22,0
63,190,121,85,0
65,191,137,1,0
122,101,123,16,0
178,186,200,60,0
194,49,108,69,0
34,32,128,63,0
219,28,66,4,0
13,182,82,40,0
16,14,72,143,0
20,191,51,1,0
80,197,17,45,0
130,93,146,62,0
155,147,39,5,0
163,114,165,190,1
25,62,74,120,1
35,163,182,165,0
39,103,162,116,0
17,96,181,132,1
13,207,92,13,0
16,12,74,37,0
62,49,109,57,0
123,92,197,156,0
130,94,150,82,0
156,161,95,17,0
167,104,78,38,0
178,54,201,9,0
52,90,73,105,1
127,220,151,159,1
96,185,132,136,0
182,164,30,32,1
96,202,132,116,0
56,189,188,200,0
202,220,126,155,0
56,34,188,136,1
16,112,80,127,1
171,201,78,99,1
34,108,136,68,1
213,180,110,48,1
112,180,118,53,1
92,16,152,89,0
127,213,158,114,0
112,198,118,105,0
21,62,173,110,1
85,49,109,47,1
112,156,118,94,0
116,198,145,105,0
136,196,26,31,1
213,217,114,69,0
91,159,40,83,0
53,182,94,35,0
186,212,44,16,1
5,121,195,48,1
6,129,75,47,1
13,196,83,25,0
65,107,122,140,1
70,9,11,6,0
77,155,2,56,0
119,216,80,22,0
120,94,151,77,1
162,161,76,15,0
169,51,17,7,0
182,212,33,14,1
190,42,70,31,0
217,16,72,74,0
12,112,27,125,0
193,211,84,71,0
123,140,197,193,1
198,167,96,87,0
94,67,75,185,0
2,93,80,48,0
108,206,96,54,0
121,70,52,12,0
122,115,122,71,0
130,55,146,38,0
138,197,98,22,0
142,73,41,63,0
169,182,20,36,0
162,42,77,30,0
6,142,78,41,1
5,51,195,7,0
54,186,13,53,0
107,19,130,88,0
120,170,151,8,0
207,191,11,1,0
128,208,158,157,0
24,208,189,157,1
123,35,195,175,1
53,37,75,89,0
156,61,81,37,0
112,220,118,136,0
70,153,10,30,0
213,77,120,2,0
2,165,92,11,0
25,219,58,56,0
76,138,105,106,0
94,147,92,2,0
121,169,60,28,0
126,32,111,50,0
161,42,13,37,0
196,55,31,24,0
216,28,17,5,0
217,104,78,31,0
162,60,89,44,0
14,191,140,1,0
67,182,166,20,0
69,170,49,9,0
204,48,189,202,0
150,191,82,1,1
190,191,72,1,0
193,78,88,36,0
226,3,90,66,0
102,28,4,5,1
190,28,72,5,0
90,198,124,104,1
39,103,169,76,0
159,91,61,35,1
190,191,72,1,0
85,37,112,83,1
49,62,30,90,1
151,136,135,33,1
62,37,90,92,1
103,49,65,30,1
62,103,90,65,1
37,91,92,39,1
49,136,30,33,1
10,138,123,87,0
13,36,68,29,0
14,77,137,4,0
19,51,74,10,0
44,219,45,54,1
55,42,15,26,0
65,28,112,1,0
67,70,163,9,0
93,169,43,27,0
120,165,150,17,0
122,121,119,59,0
170,9,6,8,0
171,201,117,93,0
190,182,72,14,0
203,6,71,102,1
212,207,19,28,0
95,116,156,148,0
95,198,156,95,0
9,28,8,1,0
14,69,139,61,0
49,136,39,24,0
73,36,35,29,0
76,102,112,4,0
93,196,47,41,0
101,115,22,58,0
171,61,117,32,0
5,107,195,136,0
25,60,59,36,0
93,165,47,17,0
106,150,129,100,0
130,196,140,41,0
136,44,24,48,1
10,191,125,2,0
44,42,48,21,0
60,216,36,28,0
120,14,151,139,0
122,197,116,15,0
130,6,140,92,1
170,77,6,4,0
186,187,45,54,0
219,161,51,23,0
226,61,81,32,0
87,32,55,52,1
5,212,195,25,0
55,93,16,47,0
62,91,85,42,0
107,51,136,9,0
161,44,23,48,0
164,186,36,45,0
178,187,203,54,0
206,180,50,65,0
216,9,28,8,0
183,45,180,199,1
134,117,183,156,1
183,27,180,125,1
126,143,90,84,1
144,226,111,96,1
143,226,84,96,1
190,143,85,84,1
108,112,104,109,1
161,167,21,94,1
49,216,43,25,0
108,153,104,32,0
142,36,63,14,0
156,12,79,24,0
164,169,56,36,0
185,202,119,110,0
193,22,113,67,0
197,155,13,37,0
220,198,134,95,0
156,28,79,1,0
186,42,33,17,0
13,191,58,2,0
91,162,35,74,1
92,104,127,40,0
127,217,150,80,0
130,31,146,23,0
202,185,110,119,0
212,80,22,16,0
213,98,115,93,0
108,226,105,90,0
34,211,124,78,1
66,226,131,90,1
56,226,185,90,1
189,64,167,151,1
108,211,105,78,0
1,146,192,176,1
201,171,106,110,1
143,126,72,99,0
6,65,95,102,1
185,156,110,79,0
225,200,130,165,0
96,156,120,79,0
225,104,130,43,0
108,36,98,11,0
36,73,11,48,1
129,3,47,26,1
32,78,49,34,1
156,196,79,42,0
202,164,105,58,0
73,226,48,84,1
6,78,95,34,0
226,153,84,22,1
3,61,26,24,1
78,61,34,24,1
200,17,148,150,1
192,200,151,148,0
200,208,148,134,1
106,14,106,114,0
3,182,32,13,0
10,19,103,79,1
20,51,68,11,0
62,85,72,129,1
70,191,7,1,0
77,9,5,9,0
80,181,10,94,0
107,138,127,100,1
122,14,126,109,0
130,69,150,52,0
143,27,84,119,0
169,101,36,26,0
186,155,31,33,0
197,216,15,19,0
201,211,108,74,0
217,213,75,115,0
219,159,49,78,0
104,182,45,15,0
91,219,36,48,0
225,156,109,97,0
13,51,64,9,0
11,219,197,49,0
93,77,57,6,0
138,213,89,101,1
197,49,24,40,0
19,196,82,37,0
80,161,13,31,1
155,212,22,23,0
227,28,110,1,0
102,136,5,17,1
201,28,108,1,0
143,165,85,3,1
3,187,30,25,1
182,78,15,32,1
91,42,38,18,1
190,216,83,16,0
191,197,2,24,1
70,136,9,17,1
77,182,6,15,1
36,55,19,36,1
186,161,34,31,1
193,206,118,55,0
80,9,13,7,1
136,216,17,16,1
78,77,32,6,1
36,147,19,4,1
55,104,36,45,1
42,191,18,2,1
206,27,55,116,0
9,77,7,6,1
161,191,31,2,1
216,147,16,4,1
77,191,6,2,1
216,77,16,6,1
147,191,4,2,1
3,73,33,34,0
6,216,87,6,1
13,197,60,17,0
41,206,124,64,0
121,19,52,78,0
129,87,55,102,1
164,36,56,40,0
182,80,13,12,0
66,108,144,116,0
5,170,201,16,0
20,77,48,4,0
65,102,94,11,0
67,182,118,13,0
70,19,21,78,0
94,155,79,22,0
107,207,125,28,0
115,51,49,14,0
120,191,141,1,0
178,147,202,2,0
219,44,47,36,0
37,162,101,39,0
134,36,183,40,0
136,60,25,58,0
66,87,144,102,0
54,121,31,52,0
62,85,86,119,1
103,162,82,39,1
130,115,151,49,0
164,12,56,20,0
170,186,16,27,0
95,202,138,104,0
225,226,107,74,0
18,57,121,178,0
198,112,94,96,1
95,92,160,136,0
53,155,43,14,0
96,216,131,7,0
107,20,126,62,0
112,16,96,77,0
138,147,80,2,0
141,18,203,121,1
182,65,15,86,0
45,143,174,87,0
101,51,36,11,0
171,22,112,69,0
201,142,111,95,0
