home_team, away_team, home_team_fifa_rank, away_team_fifa_rank, neutral_location
44,161,28,23,0
51,31,23,41,0
53,67,101,135,0
73,153,119,18,0
91,37,53,95,0
101,197,56,42,0
120,165,151,8,0
126,206,108,36,0
130,94,133,88,0
159,103,103,51,0
171,3,97,66,0
192,208,141,93,0
193,36,112,21,0
212,80,80,16,0
87,142,86,34,0
25,216,99,17,0
28,44,1,28,0
42,9,79,3,0
55,207,15,12,0
103,62,51,106,0
115,65,63,77,0
121,191,111,4,0
161,162,23,68,0
198,16,87,47,0
225,226,127,67,1
12,155,49,35,1
10,169,123,28,0
14,31,116,37,0
70,164,2,26,0
76,55,107,13,0
91,49,58,27,0
116,220,109,109,0
156,95,55,140,0
186,187,55,40,0
202,225,72,131,0
82,194,145,149,1
166,194,202,149,1
61,31,32,37,0
213,112,88,60,0
220,185,109,118,0
96,185,99,118,1
167,213,65,88,0
16,225,48,131,1
108,193,85,113,1
167,98,65,45,0
112,16,60,48,1
66,171,148,97,0
117,27,138,100,0
98,213,45,88,1
108,211,85,106,1
128,192,136,137,0
49,90,27,95,0
52,90,76,95,0
85,44,71,26,1
112,155,55,36,0
136,196,7,13,1
106,155,40,36,0
93,180,63,30,1
14,138,115,116,0
70,196,2,13,0
77,9,16,3,0
87,129,88,51,1
101,51,49,23,0
159,85,101,68,0
169,186,28,53,1
190,12,38,58,0
217,180,47,30,0
18,89,121,182,0
85,91,70,58,0
136,44,6,26,0
27,226,105,71,0
136,9,6,3,1
108,171,77,99,0
227,27,60,105,0
108,78,77,79,0
42,216,74,15,0
70,197,2,49,0
219,44,65,26,0
65,170,82,33,0
93,31,69,39,0
101,70,52,2,0
102,94,10,95,0
112,180,54,30,0
138,155,114,35,0
159,136,97,6,0
162,60,70,36,0
186,165,54,9,0
187,19,44,66,0
216,28,15,1,0
136,164,8,25,1
162,213,66,88,1
219,159,70,95,0
119,126,70,108,0
180,16,31,49,0
193,41,102,160,0
19,187,63,46,0
103,91,41,50,1
155,102,36,10,0
207,80,14,12,0
219,216,70,16,0
171,153,100,25,0
162,216,66,16,0
77,170,19,30,0
60,102,34,10,1
157,95,177,135,0
108,142,80,33,0
153,6,29,72,0
181,203,37,67,0
3,227,80,53,0
77,9,21,3,0
80,136,13,6,1
104,28,18,1,1
103,190,41,39,1
85,190,59,39,1
190,159,39,98,1
16,98,50,52,0
27,6,101,68,1
6,27,68,101,1
51,28,20,1,0
106,10,63,120,0
115,170,64,29,0
120,186,139,45,0
147,77,3,11,0
181,78,40,70,1
227,143,51,130,0
119,193,75,102,0
5,69,134,43,0
76,212,103,36,0
197,101,42,47,0
207,55,12,18,0
14,13,116,71,0
115,186,64,45,0
130,51,138,20,0
170,165,29,9,0
213,22,88,126,0
36,61,22,31,0
44,42,26,76,0
60,216,33,25,0
73,3,105,83,0
76,107,104,146,0
115,104,63,16,0
197,70,38,6,0
206,142,23,36,0
211,32,110,89,0
212,2,39,86,0
217,16,57,53,0
25,28,100,1,0
167,98,75,68,0
213,156,88,78,0
16,217,53,57,0
42,60,76,33,0
93,51,66,24,0
121,20,95,47,0
130,31,127,45,0
186,170,45,30,0
156,198,80,107,0
69,65,44,81,0
70,77,5,15,0
142,36,35,23,1
186,191,45,8,0
87,88,82,191,0
88,184,191,162,1
112,98,68,74,0
66,211,128,109,1
34,64,143,172,1
213,119,88,83,0
16,198,53,107,1
16,156,53,79,1
157,128,168,147,0
17,95,170,135,1
17,157,160,158,0
202,115,111,69,0
142,6,36,61,0
180,196,33,14,0
180,69,33,46,0
106,196,86,14,1
61,142,32,35,0
180,80,33,16,0
119,142,80,35,1
16,198,52,100,0
202,106,109,86,0
180,198,33,100,0
92,185,117,93,0
92,95,117,118,0
116,112,121,75,0
3,32,81,87,1
14,212,114,41,0
112,16,75,52,0
207,54,11,2,0
219,44,69,27,0
180,98,34,55,0
2,76,88,104,0
163,1,191,189,1
157,123,155,192,1
192,146,145,175,1
14,207,114,11,0
192,146,145,175,1
117,190,147,51,0
27,226,103,56,0
138,14,104,112,0
186,20,41,56,0
20,207,56,14,0
44,60,27,39,1
155,161,40,33,0
196,69,16,49,0
207,78,14,48,1
55,161,11,33,0
169,44,25,27,1
182,216,47,22,0
191,170,5,37,0
207,65,14,77,1
77,104,19,18,0
65,150,77,118,0
185,127,92,127,0
197,102,35,13,0
102,212,13,45,1
119,19,86,65,1
196,42,16,64,0
206,216,21,22,0
123,92,192,116,0
127,185,127,92,0
147,12,3,42,0
70,197,8,35,1
206,180,21,34,1
136,6,4,57,1
104,51,18,23,1
147,9,3,9,1
51,12,23,42,1
126,227,107,55,1
126,27,107,103,0
226,227,62,66,0
171,211,103,99,0
211,27,99,104,0
94,191,107,7,0
187,101,61,51,0
20,107,55,141,0
36,87,12,22,1
85,90,50,123,1
155,28,49,1,0
217,92,54,120,0
219,91,65,81,0
127,96,148,146,0
203,152,46,169,0
211,32,99,71,0
225,119,125,77,0
13,49,57,47,1
19,2,69,62,0
102,121,2,65,0
169,31,26,36,0
87,3,22,89,0
134,206,139,30,0
184,129,154,60,0
14,107,106,141,0
60,162,27,41,1
69,165,67,8,0
92,217,120,54,0
122,115,195,78,0
164,182,30,33,0
170,51,33,21,0
213,106,88,97,0
201,108,105,127,0
10,69,112,61,0
12,161,38,21,0
27,61,104,27,0
31,147,37,6,0
170,101,39,36,0
143,201,134,105,0
152,211,167,99,0
90,52,118,69,0
18,82,100,157,0
156,16,63,108,0
90,194,83,122,1
12,78,37,24,1
35,114,185,183,1
53,77,80,6,0
54,55,8,22,0
102,207,2,21,0
103,162,57,79,0
122,203,193,54,0
182,155,32,51,0
201,6,121,52,0
18,23,109,121,0
62,159,169,72,0
193,171,121,114,1
211,126,102,94,1
211,193,102,121,1
171,211,114,102,1
226,193,60,121,1
116,133,126,133,0
185,107,111,135,1
116,193,126,120,0
202,107,137,135,0
167,156,58,72,0
185,220,111,172,0
159,10,81,123,1
220,96,172,153,1
112,225,76,140,1
185,96,126,149,0
52,89,48,100,1
16,98,97,82,1
60,196,29,14,0
180,167,64,59,1
127,185,157,126,0
185,127,126,157,0
202,220,124,134,0
202,185,124,126,0
5,10,165,123,0
101,212,44,13,0
130,13,118,65,0
142,206,42,32,0
164,186,25,37,1
203,36,66,11,0
217,14,45,127,0
91,159,56,80,1
62,85,156,105,0
49,159,54,74,1
107,217,145,50,0
119,133,97,122,0
2,187,88,72,0
13,78,63,19,0
32,143,56,131,0
138,130,94,111,0
147,169,7,14,0
18,85,109,90,0
129,22,35,118,0
227,142,91,44,0
103,159,61,54,0
31,2,39,88,0
42,49,32,50,0
182,165,28,8,0
207,155,27,43,1
9,42,2,37,0
90,42,85,43,0
227,117,84,146,0
64,193,139,114,0
211,201,106,117,0
27,119,102,89,0
227,32,84,54,0
219,37,70,94,0
13,161,77,35,0
64,6,139,56,0
94,120,96,134,0
197,9,21,3,0
201,181,117,39,0
22,129,107,40,0
133,61,129,38,0
104,44,44,26,0
112,165,95,7,0
207,28,19,2,1
51,170,12,17,0
107,14,115,103,0
106,98,82,79,0
90,49,85,52,1
201,226,117,68,0
159,52,60,71,1
106,98,82,79,0
112,61,95,38,0
226,41,60,141,0
118,63,128,102,0
123,140,192,193,0
143,181,99,43,0
117,211,146,91,0
25,161,92,37,0
219,25,70,92,0
213,16,94,100,1
202,167,122,85,0
156,180,74,62,1
162,25,64,92,1
219,216,70,30,0
136,42,26,53,1
202,98,122,84,0
12,156,48,74,1
104,167,40,85,1
220,167,142,85,0
156,98,74,84,1
27,226,101,61,0
143,227,86,96,0
22,73,85,108,1
78,181,37,44,1
10,165,81,10,0
13,54,84,9,0
17,35,176,173,1
49,162,52,54,0
94,37,117,53,0
122,76,174,103,0
161,219,31,56,0
170,164,24,20,0
206,87,36,42,0
149,68,168,170,1
13,104,84,41,0
76,212,103,15,0
94,191,117,8,0
102,70,3,4,0
107,200,115,145,0
130,207,115,22,0
162,44,54,31,0
165,164,10,20,0
182,69,18,38,0
196,55,19,30,0
34,61,113,40,0
49,91,52,57,1
134,183,144,147,0
14,76,107,103,0
37,49,53,52,0
69,164,38,20,0
107,20,115,69,0
155,80,35,14,0
165,182,10,18,0
185,213,134,96,0
190,216,61,21,0
219,159,56,71,0
167,156,83,76,0
213,116,102,144,0
202,213,117,102,0
17,200,175,151,0
10,182,87,22,0
20,69,60,44,0
62,49,137,56,0
138,207,81,21,0
162,161,52,31,0
187,2,75,78,0
44,28,24,3,0
136,153,13,23,0
2,31,78,35,0
25,44,90,24,0
49,90,56,83,0
69,191,44,7,0
98,157,69,181,1
127,16,166,96,0
95,116,145,138,0
225,202,136,114,0
92,208,135,158,0
70,142,4,42,0
68,149,127,120,0
88,184,190,155,0
162,28,61,2,0
200,185,152,140,0
216,42,17,45,0
13,206,88,43,0
63,152,72,157,0
156,108,81,97,0
159,49,65,66,0
165,69,8,44,0
182,164,27,20,0
212,70,22,4,0
217,65,63,130,0
156,108,81,97,0
66,193,108,105,1
201,34,103,116,0
211,108,76,110,1
193,171,92,99,1
6,61,73,39,1
198,167,107,87,0
190,6,78,72,1
206,181,46,40,1
98,106,67,112,1
153,129,19,47,1
90,62,73,135,0
104,42,34,45,0
87,144,33,119,1
90,62,73,135,0
61,226,35,67,1
156,112,92,115,0
181,190,40,78,1
206,6,46,72,1
14,107,116,108,1
23,39,147,191,0
34,171,121,109,0
53,212,65,30,0
57,18,188,142,0
93,186,50,54,1
103,49,98,69,0
207,196,16,22,0
216,44,28,17,0
219,90,59,73,0
89,52,132,88,0
156,213,86,95,0
112,98,121,68,0
185,12,131,38,0
19,207,61,18,0
55,54,33,6,0
198,213,101,95,0
211,119,92,85,0
156,225,80,141,0
17,1,180,196,1
163,200,189,155,0
119,226,90,67,0
225,193,140,106,0
167,112,83,117,0
201,126,102,136,0
13,153,101,39,0
65,76,115,81,0
77,19,5,60,0
104,161,37,24,0
138,10,38,80,0
155,216,29,28,0
147,55,10,33,0
85,62,91,124,1
219,91,64,36,1
27,125,112,146,0
70,161,7,24,0
93,51,57,13,0
201,134,102,171,0
10,80,80,8,1
87,227,40,95,0
164,55,27,33,0
69,19,34,60,0
17,24,183,196,1
159,37,60,60,1
192,1,162,182,0
17,1,183,182,1
96,127,129,169,0
16,202,72,93,0
42,159,47,60,0
156,104,81,38,0
169,70,12,7,1
13,164,92,28,0
102,169,3,12,1
16,156,72,81,0
82,49,143,75,0
162,44,64,19,0
166,91,149,37,0
201,36,101,13,0
216,219,26,63,0
218,149,152,123,0
9,60,1,59,0
118,181,136,43,0
125,143,135,90,0
60,44,59,19,0
28,9,2,1,0
190,184,68,163,0
227,108,85,115,0
6,211,55,99,0
62,85,117,104,1
125,183,130,165,1
95,127,153,166,0
117,144,159,131,1
62,103,117,94,1
208,200,158,154,1
95,200,153,154,0
198,106,99,114,1
89,194,118,84,0
12,190,38,73,1
19,9,57,7,0
37,103,79,108,0
90,194,123,84,0
94,14,97,138,0
102,13,3,103,1
119,181,87,43,0
170,147,10,4,0
180,161,52,22,1
201,78,115,19,0
206,6,47,58,0
39,23,187,119,0
2,196,102,31,0
9,161,7,25,0
32,206,64,44,0
93,55,50,36,0
101,197,19,43,0
155,94,34,107,0
156,142,92,37,0
164,187,30,79,0
227,87,83,41,0
14,120,138,130,0
28,25,6,71,0
69,77,42,3,0
162,9,73,7,0
167,16,81,66,0
207,20,10,55,0
216,60,22,52,0
104,213,32,110,0
31,102,15,2,0
67,13,198,82,0
76,53,97,80,0
90,62,104,120,0
118,3,153,56,0
169,70,18,11,0
196,165,28,10,0
212,51,19,6,0
25,216,74,20,0
220,185,165,132,0
28,44,4,33,0
37,136,84,24,0
65,207,137,13,0
76,31,97,15,0
104,217,32,70,0
115,101,64,16,0
122,138,123,65,0
165,2,10,83,0
146,1,175,182,1
52,18,98,114,0
65,115,131,65,0
220,202,159,116,0
3,129,63,49,1
73,87,59,39,1
14,2,134,86,0
70,216,12,23,0
78,206,26,47,0
80,102,18,3,0
122,20,127,55,0
138,121,76,41,1
194,90,129,105,0
219,6,66,68,0
65,121,131,41,0
127,185,151,136,0
52,82,73,139,1
220,185,155,132,0
180,198,48,105,0
213,98,110,72,0
220,202,155,126,0
16,198,80,105,0
213,112,110,127,0
193,108,93,68,1
108,226,68,72,1
56,193,188,93,1
156,112,96,127,0
226,34,72,136,1
180,167,48,84,1
167,213,84,110,1
98,112,72,127,1
106,202,126,124,0
156,180,94,53,0
156,96,94,144,0
62,151,110,182,1
151,21,182,173,1
96,12,144,29,0
14,217,134,69,1
49,159,47,83,1
121,164,50,31,1
32,203,62,88,1
61,78,30,35,0
80,55,19,34,0
104,12,37,27,0
112,14,125,136,0
115,10,67,121,1
130,2,154,79,0
142,54,41,12,0
153,103,23,64,1
197,31,21,26,0
201,227,103,100,0
206,147,53,3,0
84,123,201,197,0
144,27,115,121,0
180,98,55,82,0
10,65,120,126,0
101,80,18,19,0
165,196,10,25,0
171,3,85,64,0
187,54,59,13,0
192,128,164,158,0
193,129,88,46,0
60,28,39,5,0
116,144,151,115,0
117,27,162,121,0
60,161,39,15,0
42,216,30,21,0
6,144,78,115,0
192,157,165,177,0
219,49,56,41,0
103,90,70,122,1
20,42,62,26,1
62,103,102,70,1
27,150,118,82,0
51,212,8,19,0
167,12,94,29,0
98,164,77,39,1
2,76,92,105,0
19,138,81,106,0
65,165,113,11,0
104,167,31,94,0
219,216,56,17,0
204,48,189,202,0
190,98,72,77,0
90,159,124,61,0
98,150,77,82,1
142,203,55,68,0
206,153,51,30,0
136,85,26,112,1
136,159,33,69,1
49,37,30,92,1
22,73,83,31,1
60,103,36,69,1
61,87,33,57,0
94,186,92,42,0
127,108,152,105,0
197,102,13,5,0
227,117,120,164,0
95,198,156,95,0
6,181,92,80,1
16,180,64,65,0
42,219,21,51,0
55,165,16,17,0
70,169,10,26,0
94,155,96,43,0
106,127,129,152,0
138,122,88,116,0
186,54,45,18,0
22,129,78,53,0
153,206,34,50,0
203,142,71,57,0
2,55,93,16,0
19,212,77,25,0
115,197,58,15,0
120,69,151,61,0
138,80,88,12,0
167,156,83,74,0
169,13,26,70,0
180,16,65,64,0
182,70,13,10,0
112,119,110,82,1
12,147,14,3,0
16,150,64,100,0
6,36,92,29,1
14,170,139,6,0
28,219,1,51,0
77,69,4,61,0
197,101,15,22,0
45,27,199,125,1
227,117,131,156,0
220,185,134,119,0
202,198,110,95,0
225,201,139,99,0
65,2,103,97,0
80,212,16,22,0
102,147,4,3,0
122,94,133,87,0
171,226,114,96,0
180,19,64,73,0
190,104,85,40,0
78,129,38,51,0
213,54,115,15,0
190,103,85,69,0
6,78,98,38,0
96,112,129,109,0
147,161,3,21,0
198,220,95,134,0
216,49,25,43,0
128,146,146,176,1
17,157,165,161,0
112,213,104,112,0
61,126,24,99,0
167,129,86,47,0
78,126,34,99,1
112,12,104,21,0
116,220,148,123,0
202,106,105,111,0
6,129,95,47,0
143,22,72,59,1
226,206,84,53,1
73,206,48,53,1
6,3,95,26,0
36,206,11,53,1
198,196,91,42,0
104,219,43,50,0
112,198,92,100,1
6,115,86,47,0
53,94,66,91,0
92,225,142,107,0
93,170,48,12,0
102,36,4,20,1
156,112,93,88,0
190,144,81,111,0
144,27,111,119,0
136,94,15,91,1
42,219,13,48,0
161,190,23,88,0
136,60,17,36,1
190,31,90,39,0
76,36,119,19,1
153,180,20,66,1
14,138,109,89,1
65,51,99,10,0
19,91,82,38,1
164,69,58,52,0
186,36,34,19,1
219,37,49,63,0
153,44,21,35,1
206,70,55,9,0
14,91,109,38,1
182,164,15,58,1
122,67,127,125,0
197,102,24,5,0
190,136,83,17,0
216,70,16,9,1
102,161,5,31,1
150,186,78,34,1
121,115,49,46,0
65,115,99,46,1
78,12,32,20,1
152,41,162,143,0
102,150,5,78,1
161,150,31,78,1
165,28,3,1,1
197,91,24,38,1
41,203,143,76,0
203,126,76,86,0
14,112,105,85,0
22,152,61,145,0
25,44,50,36,0
55,77,29,4,0
94,120,79,141,0
126,27,74,93,0
136,191,25,1,0
138,76,89,110,0
186,51,27,14,0
201,108,111,116,0
211,226,69,72,0
212,147,24,2,0
3,201,33,111,0
80,76,12,110,0
159,49,97,53,0
165,53,8,63,0
167,16,98,68,0
169,2,42,70,0
197,12,17,20,0
62,91,86,46,1
164,212,56,24,0
206,126,64,74,0
22,34,61,142,0
61,184,9,137,0
118,227,156,113,0
143,119,80,94,0
32,73,45,34,1
19,169,78,42,0
51,80,14,12,0
65,217,94,88,0
76,101,110,38,0
167,156,98,81,0
182,187,13,19,0
106,198,99,94,0
106,112,99,96,0
112,225,96,107,1
122,19,130,55,0
212,37,26,88,0
108,211,114,63,0
150,91,49,52,0
78,193,20,101,0
184,190,132,58,0
20,13,62,61,0
60,164,72,66,1
115,76,68,89,0
136,219,28,60,0
114,35,175,182,0
114,163,175,152,0
163,35,152,182,1
90,89,128,98,1
220,185,139,127,0
225,211,117,63,0
16,211,84,63,0
194,52,113,121,1
106,53,95,88,0
180,211,71,63,1
44,162,47,52,0
55,54,27,31,0
65,120,74,158,0
98,112,98,105,1
102,169,14,52,1
103,49,82,63,1
119,152,81,102,0
122,3,133,34,0
180,78,68,17,1
196,77,35,4,0
197,212,21,36,0
203,41,107,147,0
98,213,98,104,1
156,16,97,87,1
180,112,68,105,1
213,156,104,97,1
167,180,113,68,1
156,98,97,98,1
52,82,94,91,1
226,34,69,136,1
193,171,96,127,1
202,114,114,171,1
112,98,105,98,1
126,211,77,70,1
185,163,138,151,1
202,127,114,150,1
201,211,124,70,0
220,127,137,144,0
16,217,93,109,1
106,217,104,109,1
180,6,80,88,0
213,12,105,26,0
201,34,116,128,1
104,106,29,104,1
211,201,80,116,1
49,91,69,56,1
151,21,157,173,1
159,49,67,69,0
159,62,67,116,0
218,149,166,155,0
19,107,36,137,1
20,69,58,78,0
53,169,91,57,0
77,102,3,13,0
91,60,39,54,0
130,197,163,22,0
143,27,94,67,0
219,49,63,49,0
16,112,93,101,0
27,144,67,140,0
128,200,161,148,0
208,95,154,145,1
10,170,65,13,0
31,197,47,23,0
53,94,91,115,0
106,112,80,103,1
155,55,11,28,0
165,42,9,14,0
125,87,156,45,0
192,200,173,148,0
85,25,125,98,0
49,9,53,4,0
60,162,49,59,1
65,182,82,21,0
70,51,18,8,0
80,164,10,70,0
136,219,27,63,1
167,170,90,13,0
146,192,172,173,0
9,60,5,56,0
52,151,81,166,0
136,60,28,64,1
62,91,87,43,1
37,60,77,64,0
104,162,14,54,0
19,70,53,19,0
20,207,37,30,0
92,127,146,143,0
28,147,3,2,0
36,181,49,40,0
162,54,54,32,1
27,126,69,72,0
45,119,188,58,0
61,190,36,38,0
66,153,128,39,0
91,85,43,124,1
12,182,20,16,0
60,80,64,12,1
104,54,14,32,0
161,25,23,102,0
170,36,18,49,1
49,62,56,87,1
37,159,77,67,1
161,42,23,13,0
192,163,171,159,0
9,25,10,94,0
28,219,5,69,1
157,17,169,163,0
161,60,32,68,1
216,162,18,49,1
9,44,10,54,0
112,156,100,107,1
216,42,18,27,1
28,161,5,32,1
188,218,180,173,0
128,95,151,147,0
106,180,83,92,0
161,219,32,69,1
156,198,107,109,0
106,98,83,95,0
208,96,143,132,0
218,188,169,181,0
95,213,153,109,0
127,185,145,131,0
146,106,136,91,0
225,98,135,108,1
70,42,16,11,0
73,87,60,68,1
107,198,126,104,0
118,6,125,100,0
152,203,98,123,0
156,16,106,98,1
187,20,23,37,0
118,152,125,98,0
106,206,91,55,0
202,185,120,129,0
14,20,112,37,0
16,167,101,88,0
121,120,56,119,0
156,180,103,87,0
162,25,26,85,0
164,136,65,20,0
126,206,73,57,0
201,3,125,46,0
34,22,145,83,0
25,162,85,26,0
13,207,68,24,0
58,194,133,110,0
115,80,84,14,0
130,76,167,63,0
164,77,65,3,0
169,70,54,15,0
217,104,82,15,0
9,28,9,6,0
92,163,156,166,1
66,126,133,78,0
202,106,117,85,0
96,180,139,97,1
169,19,49,56,0
182,102,21,6,0
41,126,161,78,0
153,87,43,76,0
190,184,51,68,0
211,108,82,131,0
226,119,83,62,0
2,169,71,49,0
23,89,189,116,0
37,166,87,145,0
63,36,152,48,0
78,153,37,43,1
93,69,27,72,0
107,13,132,77,0
116,112,146,99,0
161,216,24,4,0
202,180,117,97,0
144,117,127,162,0
167,156,92,103,0
9,25,10,115,0
32,129,54,68,1
44,219,31,40,0
64,171,190,112,0
80,170,8,13,0
88,203,167,94,0
147,197,2,18,0
212,77,58,3,0
153,27,44,89,0
189,66,192,135,1
95,127,160,151,0
142,36,56,47,0
193,211,102,88,1
39,58,185,128,0
19,119,61,65,1
34,117,141,162,0
49,191,62,1,0
51,207,12,26,0
70,20,15,37,0
87,32,75,54,1
152,27,95,89,0
167,16,92,101,0
180,156,98,103,0
4,48,204,196,1
177,204,204,202,0
193,66,112,137,1
126,193,87,112,1
17,157,142,174,1
66,126,137,87,1
128,146,166,143,1
194,11,122,172,0
95,1,162,178,0
128,157,166,174,1
157,146,174,143,1
171,211,114,91,1
52,49,92,64,0
6,36,84,48,0
6,144,83,121,0
63,190,150,52,0
27,227,95,98,0
73,32,77,62,0
153,6,43,83,0
226,144,79,121,1
73,193,77,113,0
119,226,63,71,1
193,6,120,85,1
78,87,26,79,1
185,14,148,109,1
42,78,12,23,1
53,182,127,25,0
66,22,137,136,0
80,20,14,39,0
93,31,37,88,0
115,107,74,138,1
138,19,142,67,1
163,127,156,150,0
164,165,70,6,0
169,216,52,4,0
171,153,108,56,0
190,181,58,68,0
201,143,139,102,0
206,162,56,33,0
103,49,54,59,0
49,91,59,61,0
61,98,55,70,1
6,226,78,40,0
62,150,49,130,1
170,216,11,3,0
32,22,80,124,0
80,187,14,28,1
143,144,110,120,1
201,126,145,102,0
156,116,92,129,0
98,27,72,106,1
121,170,89,11,1
14,5,109,205,1
41,171,115,105,1
127,163,153,148,0
108,126,117,102,0
155,51,24,8,0
216,219,3,43,0
6,211,78,93,0
106,98,81,72,0
166,151,138,146,0
190,66,67,138,0
203,119,88,46,0
188,68,183,160,0
13,169,73,45,0
163,96,148,151,0
160,68,193,161,1
188,150,183,100,0
19,121,69,88,0
16,112,95,87,1
49,62,65,55,0
116,217,143,66,0
156,12,97,24,0
164,80,62,15,0
185,127,157,154,0
27,190,116,68,0
63,184,114,59,0
126,153,107,60,0
211,181,94,63,0
117,193,170,101,0
118,6,124,84,0
143,227,117,106,0
171,22,119,72,0
191,102,1,12,1
12,104,24,23,0
37,91,77,55,0
98,156,74,97,1
164,170,62,13,0
102,51,12,8,1
144,118,134,124,0
22,66,72,130,0
193,98,101,74,1
27,117,113,166,0
2,138,74,137,0
27,201,112,128,0
70,216,14,4,0
85,161,88,27,1
93,101,28,82,0
104,219,22,52,0
152,153,115,58,0
156,61,92,40,0
212,54,45,19,0
198,36,147,59,1
27,211,112,88,0
95,146,168,162,0
95,36,168,59,0
35,163,188,150,0
14,101,107,75,0
31,102,89,6,0
62,89,67,122,0
121,186,116,45,0
55,54,10,19,0
73,203,44,99,0
118,153,111,58,0
184,206,59,41,0
20,51,40,9,0
162,9,51,7,0
216,60,5,17,0
146,17,166,170,0
11,58,158,103,1
112,198,112,150,1
16,163,115,147,0
25,162,72,37,0
31,55,55,18,0
69,76,88,65,0
107,13,147,59,0
138,212,145,42,0
159,91,43,66,0
197,155,15,26,0
213,217,116,70,0
144,171,108,124,0
52,159,146,43,0
54,31,22,55,0
77,196,2,21,0
191,70,1,13,0
219,60,39,20,0
220,96,140,170,0
2,36,67,62,1
25,49,51,64,0
28,44,13,8,1
73,165,52,4,0
76,61,65,40,0
91,162,56,44,1
112,16,110,124,0
127,92,163,172,0
147,77,7,2,0
152,181,107,75,0
171,144,122,117,0
180,9,112,3,0
207,55,38,22,0
96,36,165,62,0
127,17,163,171,0
96,114,165,177,1
87,184,71,61,0
163,185,143,163,0
127,202,163,152,0
98,198,97,147,1
45,134,196,203,0
184,87,61,71,0
16,198,124,147,1
16,32,119,89,0
16,156,119,95,0
108,34,134,104,0
206,66,45,110,1
226,142,34,74,1
73,206,42,45,1
190,3,87,19,0
226,155,34,24,0
16,98,119,92,0
116,73,127,42,0
85,151,87,145,1
91,62,59,96,1
6,142,78,74,1
21,85,164,87,1
62,159,96,46,1
153,32,52,92,1
226,66,39,110,1
49,85,66,87,0
159,91,46,59,1
226,153,39,52,1
190,142,85,74,0
32,226,92,39,1
203,206,77,53,1
217,14,56,118,1
10,122,75,148,1
80,197,11,13,0
93,19,32,65,1
136,103,15,58,0
147,102,8,4,0
159,49,46,66,0
171,211,137,81,0
217,92,56,163,0
128,157,159,189,0
114,140,173,181,0
114,1,173,189,0
16,116,117,130,0
102,28,5,18,1
91,136,49,15,0
93,169,32,31,0
101,165,74,7,0
103,159,54,41,0
120,115,157,108,0
122,14,151,116,0
186,121,55,115,0
191,69,1,87,0
216,161,16,38,0
53,197,133,14,0
153,108,30,126,0
181,6,82,95,1
117,226,166,36,0
143,87,107,72,0
170,28,10,18,1
12,156,39,105,0
25,9,37,3,0
55,31,25,46,0
186,196,55,21,0
207,93,45,32,0
136,162,14,32,1
28,42,19,23,0
126,227,109,105,0
144,226,125,46,0
207,115,44,110,1
156,116,102,129,1
167,14,101,120,0
136,153,16,28,1
193,201,134,116,1
212,36,37,62,0
61,27,68,125,0
104,12,30,47,0
126,144,109,125,0
2,155,38,29,0
9,44,3,7,0
14,122,118,145,0
25,219,53,37,0
54,102,24,8,0
120,186,158,56,0
138,164,134,65,0
159,136,43,17,0
6,181,91,99,0
184,206,70,42,0
129,171,23,135,0
19,69,67,84,0
60,9,10,3,0
85,21,88,129,0
102,90,8,63,1
136,49,17,48,0
126,108,109,123,0
144,153,120,31,0
226,193,49,135,0
63,206,64,42,0
129,22,23,115,0
108,117,123,161,1
117,27,161,116,1
142,206,79,47,0
159,37,51,88,1
193,34,134,120,0
3,87,34,68,0
20,70,10,23,0
65,115,85,119,0
77,161,2,49,0
93,54,31,26,0
138,5,123,205,0
165,147,7,5,0
169,186,33,62,0
207,78,58,24,0
219,25,39,64,0
226,181,60,78,1
198,106,147,71,1
227,226,116,60,0
143,6,108,98,0
6,143,98,108,0
17,95,158,145,1
146,157,170,167,0
63,119,99,69,0
1,128,139,153,1
65,147,85,5,0
76,70,97,23,0
106,217,71,59,0
159,103,40,76,0
182,51,41,8,0
197,94,15,70,0
101,14,63,115,0
37,133,91,151,1
227,143,116,108,0
167,116,111,120,0
25,60,64,17,0
91,159,43,40,0
103,49,76,42,0
191,42,1,21,1
217,106,59,71,0
116,98,120,105,0
106,112,73,109,0
156,133,96,150,0
44,42,5,16,0
55,102,23,4,0
67,107,182,132,0
142,190,74,68,0
165,101,11,69,0
219,161,36,41,0
206,36,46,61,0
14,170,107,15,0
53,2,134,45,0
102,10,4,55,0
103,91,78,40,0
106,156,73,96,0
115,186,115,60,0
116,112,120,109,0
127,16,161,121,0
155,94,39,54,0
162,25,34,62,0
9,60,3,22,1
19,2,83,58,1
94,51,46,18,0
95,163,154,137,0
102,77,8,2,0
112,116,109,121,0
119,152,61,110,1
170,182,19,28,1
147,104,8,44,1
211,171,85,129,0
102,153,8,33,1
138,121,96,103,0
91,60,34,22,1
144,143,128,115,0
147,44,8,4,0
169,80,29,15,0
201,227,129,102,0
216,106,6,70,0
108,66,118,95,0
201,226,124,72,1
211,201,86,124,1
201,226,124,72,1
167,16,103,110,0
156,16,85,110,1
106,116,65,121,1
16,98,110,110,1
98,156,110,85,1
16,112,110,105,1
227,142,107,73,1
73,34,77,124,1
190,129,62,45,0
32,142,58,74,1
227,211,105,87,1
78,119,24,62,1
156,69,79,66,0
73,119,85,62,1
153,78,41,24,1
227,119,105,62,1
156,106,79,72,0
119,78,62,24,1
127,163,150,127,0
13,216,43,7,0
32,45,62,198,1
34,171,124,134,0
